Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
GSM3290147,0.083491712996514,0,0.0209747253430287,0.0467064062352545,0,0.102699408602872,0,0,0,0,0.0496605917417669,0,0.0801846883905807,0.0351038651839206,0.0326608420389073,0.225428915100841,0,0.0978178675138642,0.113512149995531,0,0,0.111758826856919,0,0.374971960005923,0.926306277519685
GSM3290148,0.110050615587474,0,0.0698572772086942,0.0621790395193359,0,0.148887215555329,0,0,0,0,0.0256981170366464,0.00169249073302713,0.0222630621099442,0.131141534268582,0.002603821614331,0.206484661367368,0,0.0256095975822575,0.173768335235301,0,0,0.0197642321817086,0,0.334153225561206,0.944111517401947
GSM3290149,0.239568299204965,0,0.0351729277818785,0.0576375386954341,0,0.151960665355468,0,0,0,0.0523958757340739,0.0388269418210155,0,0.0165949733695675,0.0362104374473,0.0678535466175524,0.132324416019794,0,0.0608670544055166,0.0880566810675079,0,0,0.022530642479927,0,0.467481156457696,0.884055681415766
GSM3106326,0.138592015436695,0,0.062620841075142,0.015274803802542,0,0.116966437948944,0,0,0,0,0.0242702300282751,0,0.0720979502202959,0.0540102590595819,0,0.156857754009501,0,0.10708089624748,0.14070738086796,0,0.0125473199755712,0.0989741113280124,0,0.351925636406631,0.936110328677179
GSM3106330,0.128576743473332,0,0.035188185777038,0.0155354493284934,0,0.179340722166514,0,0,0,0,0.0389724807991605,0,0,0.0628971861341763,0.0050677725357704,0.2447649273766,0,0.0208241075152378,0.144310539651035,0,0.0172549357805417,0.107266949462101,0,0.31675204976742,0.950956389202383
GSM3106331,0.0677711341761164,0,0.0169280889600493,0,0.0166590885232627,0.263210724488046,0.0134145987519226,0,0,0,0.00584025589318967,0,0.0309407522659096,0.0484351127023882,0,0.161615488334734,0,0.104246809383466,0.141432550304006,0.0216726788093693,0,0.107832717407539,0,0.364144316296097,0.930949761416089
GSM3106336,0.0963165695166423,0,0.045915469567211,0.0199452417065642,0,0.141098305638764,0,0,0,0,0.0325974665092287,0,0.0510557256587774,0.106621813899179,0.000899814129755473,0.19805458710034,0,0.122020116695535,0.0903320333860532,0,0,0.0951428561919499,0,0.382124466491408,0.923354504718611
GSM3106337,0.0949657938072949,0,0.0591395909825484,0.0144999451944217,0,0.167809729496539,0.0157095916889023,0,0,0,0.0370392069116085,0,0.00117853065629653,0.11448376946673,0.0246182520898774,0.166384092171034,0,0.0640512465977585,0.111146101370208,0,0.005299709582601,0.12367443998418,0,0.332935462817341,0.94401921189891
GSM3106339,0.10675738046271,0,0.0223393658524894,0.0344514450659352,0,0.148798958947878,0,0,0,0,0.0313676608420303,0,0.0598101265062276,0.08717265125265,0.0676207109159386,0.13030189350969,0,0.103060675523559,0.0980877557453622,0,0,0.110231375375529,0,0.368439509936495,0.929337897720512
GSM3106341,0.0982924922878511,0,0.0470069564885093,0.0694064211871198,0,0.206156332207141,0,0,0,0,0.0264737010835549,0,0.0284098171801709,0.041791647567455,0.0172886851547609,0.198719956657516,0,0.0658722076123855,0.142460180798337,0,0,0.0581216017751981,0,0.36618727450543,0.92981622789931
GSM3106342,0.0655176775261872,0,0.0466576975407417,0.0268339425854859,0,0.173475365562638,0,0,0,0,0.00673737031513686,0,0.0135656294933912,0.0786462860079459,0.0102084983160653,0.213372524670719,0,0.0165603562066555,0.190280905539691,0,0,0.158143746235342,0,0.42630276152573,0.903843231608145
GSM3106343,0.0846761271373246,0,0.0433434329453165,0.063500663353203,0,0.130332047944,0,0,0,0,0.0239825651866379,0,0.0108460668155054,0.118825108441952,0.0206147890144759,0.258924003108516,0,0,0.193619404575761,0,0,0.0513357914773086,0,0.361031657906153,0.932835031530579
GSM3106344,0.0881588764592707,0,0.0181200594955484,0.103638044256869,0,0.0896768289281249,0,0,0,0,0.0464383676149753,0,0.0390567440366689,0.0762886907223815,0.0229540100747632,0.241396975399519,0,0.0212346689920957,0.179896491281828,0,0,0.0731402427379563,0,0.350775309984501,0.936485408171979
GSM3106345,0.0846904798178338,0,0.0274916099111371,0.0382246647358018,0,0.158607694695645,0,0,0,0.00326824753589855,0.056761841187447,0,0.0626558972417781,0.0507288986381633,0.0209482570400038,0.177876470707571,0,0.095174830609325,0.126666918710396,0,0,0.0969041891689989,0,0.376442090980321,0.925555413669864
GSM3106346,0.0576223865425513,0,0.0125244480491722,0.055468022938835,0,0.18450548742191,0,0,0,0,0.0270400805389725,4.49193588369455e-05,0.0366937270004481,0.12384021996182,0.00318304653881959,0.207013300832575,0,0.0326941690118172,0.160103239846085,0,0,0.0992669519581571,0,0.344252719302276,0.939920780601059
GSM3106347,0.0865197310561284,0,0.0308973721492562,0.065783118131755,0,0.141857973003753,0,0,0,0,0.0370869979798213,0,0.0459510734722075,0.0941710962464764,0.00866611258877492,0.251057866029214,0,0.00723656610863958,0.175032176614308,0,0,0.0557399166196658,0,0.321838717819472,0.948780021360942
GSM3106348,0.0919606840874724,0,0.0532811726285379,0.0272396721234064,0,0.0684400147881518,0,0,0,0,0.0322279139183513,0,0.0166593091502275,0.0971464251559505,0.00757570779600896,0.242115632709134,0,0.0783312139155118,0.145585864955515,0,0.00510666022958209,0.13432972854215,0,0.418199028317934,0.907510600183106
GSM3106349,0.110197961953977,0,0.0535245111890041,0.0728384585681884,0,0.129644717854527,0.00996517308580225,0,0,0,0.0241260104092338,0,0.042872308988955,0.125280565588268,0.000151250281267171,0.143226121026958,0,0.0347155926291394,0.170393123973418,0,0,0.0830642044512619,0,0.435576216361006,0.900496526067827
GSM3106350,0.130727507574727,0,0.0538270484915572,0.0473552239757365,0,0.141163611499756,0,0,0,0,0.0144186881855105,0,0.0102479671929399,0.0647151240755358,0.00649374163000737,0.285523780255881,0,0.0328121703503545,0.139541843738002,0,0,0.0731732930299935,0,0.311068234412921,0.953716151123051
GSM3106351,0.139713511061989,0,0.0568358197861186,0.10305896437994,0,0.134406178067763,0,0,0,0,0.0420404462885619,0.00360168216833026,0.0447652724721583,0.034199243199557,0.0240290788796969,0.246422421382074,0,0.0259896493018823,0.107709618187435,0,0,0.0372281148244928,0,0.425976350418723,0.904579794425825
